,_id,Project Name,Customer Name,Connection Site,Stage,MW Connected,MW Increase / Decrease,Cumulative Total Capacity (MW),MW Effective From,Project Status,Agreement Type,HOST TO,Plant Type,Project ID
1003,1003,Thornton Facility,BALWEN LIMITED,Thornton 400kV Substation,3,0,200,399.96,01/07/2028,Awaiting Consents,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005ieb
1004,1004,Thorpe Marsh 1 (Tertiary),ENSO GREEN HOLDINGS LIMITED,Thorpe Marsh GSP,1,0,49.9,49.9,31/10/2024,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005iny
1005,1005,Thorpe Marsh 1 (Tertiary),ENSO GREEN HOLDINGS LIMITED,Thorpe Marsh GSP,2,0,7.1,57,31/10/2026,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005iny
1006,1006,Thorpe Marsh Energy Park,Banks Renewables Limited,Thorpe Marsh GSP,,0,1400,1400,30/10/2026,Scoping,Directly Connected,NGET,Energy Storage System,a0l4L0000005iNO
1007,1007,Thorpe Marsh Green Energy Centre,INNOVA RENEWABLES LIMITED,Thorpe Marsh A 400kV Substation,,0,400,400,31/10/2030,Awaiting Consents,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005igN
1008,1008,Thurcroft BESS,HARMONY ENERGY LIMITED,Thurcroft GSP,,0,99.9,99.9,31/10/2031,Scoping,Directly Connected,NGET,Energy Storage System,a0l4L0000005iwj
1009,1009,Thurrock Power Station,THURROCK POWER LIMITED,Tilbury 275kV Substation,1,0,300,300,01/10/2023,Scoping,Directly Connected,NGET,Energy Storage System; Gas Reciprocating,a0l4L0000005ivp
1010,1010,Thurrock Power Station,THURROCK POWER LIMITED,Tilbury 275kV Substation,2,0,450,750,01/05/2024,Scoping,Directly Connected,NGET,Energy Storage System; Gas Reciprocating,a0l4L0000005ivp
1011,1011,Thurso South Synchronous Compensation,THURSO GRID SERVICES LIMITED,Thurso GSP,,0,0,0,31/10/2023,Consents Approved,Directly Connected,SHET,Reactive Compensation,a0l4L0000005iap
1012,1012,Tilbury,TILBURY GREEN POWER LIMITED,Tilbury 132kV Substation,,43,0,43,,Built,Embedded,NGET,Biomass,a0l4L0000005iVq
1013,1013,Tillbridge Solar,TILLBRIDGE SOLAR LIMITED,Cottam 400kV Substation,,0,500,500,01/10/2027,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005ifW
1014,1014,TINZ Nene 4 (Richborough),TINZ PROGRAMME 3 HOLDCO LIMITED,Richborough 400kV Substation,,0,0,0,30/05/2025,Scoping,Directly Connected,NGET,Reactive Compensation,a0l4L0000005iYo
1015,1015,TINZ Project Nene 1 (Landulph),TINZ PROGRAMME 3 PROJECTCO 1 LIMITED,Landulph 400kV Substation,,0,1,1,01/04/2025,Scoping,Directly Connected,NGET,Reactive Compensation,a0l4L0000005iYy
1016,1016,Toddleburn Wind Farm,SSE TODDLEBURN LIMITED,,,27.6,0,27.6,,Built,Directly Connected,SPT,Wind Onshore,a0l4L0000005ipV
1017,1017,Tolkien Solar Farm,Tolkien Solar Farm Limited,Tolkien Farm 132kV Substation,,0,200,200,31/10/2033,Scoping,Directly Connected,SHET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005ikf
1018,1018,Tollgate 49.5MW BESS,Tollgate Energy Storage Limited,Hatfield 33kV Substation,,0,49.5,49.5,31/01/2023,Consents Approved,Embedded,NGET,Energy Storage System,a0l4L0000005iM3
1019,1019,Tomchrasky Wind Farm,E Power Limited,Tomchrasky Wind Farm 132kV Substation,,0,74.4,74.4,31/10/2029,Scoping,Directly Connected,SHET,Wind Onshore,a0l4L0000005ixo
1020,1020,Tormsdale Windfarm,ARISE AB,Mybster 3 132/33kV Substation,,0,70,70,30/06/2027,Scoping,Directly Connected,SHET,Wind Onshore,a0l4L0000005iRQ
1021,1021,Torness,EDF ENERGY NUCLEAR GENERATION LIMITED,Torness GSP,,1250,0,1250,,Built,Directly Connected,SPT,Nuclear,a0l4L0000005ioR
1022,1022,Torr Achilty (part of the Conon Cascade),SSE GENERATION LIMITED,,,15,0,15,,Built,Embedded,SHET,Hydro,a0l4L0000005iVc
1023,1023,Torridge Offshore Wind Farm,UK MAINSTREAM RENEWABLE POWER LIMITED,Alverdiscott 400kV Substation,,0,1500,1500,31/10/2031,Scoping,Directly Connected,NGET,Wind Offshore,a0l4L0000005iy6
1024,1024,Tottenham,PIVOTED POWER LLP,Tottenham GSP,,0,49.9,49.9,31/10/2024,Scoping,Directly Connected,NGET,Energy Storage System,a0l4L0000005ieG
1025,1025,Touch Energy Park,Naturalis Energy Developments Ltd,Stirling GSP,,0,60,60,30/09/2026,Scoping,Embedded,SPT,Energy Storage System; Wind Onshore,a0l4L0000005iWX
1026,1026,Trafalgar Park,VIRIDIS 178 LIMITED,,,14,0,14,,Built,Embedded,NGET,Thermal,a0l4L0000005izf
1027,1027,Trafford Power,WAINSTONES ENERGY LIMITED,Carrington 400KV Substation,,0,2050,2050,15/07/2020,Consents Approved,Directly Connected,NGET,CCGT (Combined Cycle Gas Turbine),a0l4L0000005izi
1028,1028,Tralorg Wind Farm,TRALORG WIND FARM LIMITED,,,20,0,20,,Built,Directly Connected,SPT,Wind Onshore,a0l4L0000005itA
1029,1029,Triton Knoll Offshore Wind Farm,TRITON KNOLL OFFSHORE WIND FARM LIMITED,Triton Knoll Offshore Substation,,824,0,824,,Built,Directly Connected,NGET,Wind Offshore,a0l4L0000005ipZ
1030,1030,Troston Wind Farm,EDF ENERGY RENEWABLES LIMITED,Troston Wind Farm 132kV Substation,,0,68,68,31/10/2027,Awaiting Consents,Directly Connected,SPT,Wind Onshore,a0l4L0000005iff
1031,1031,Tullo Wind Farm,TULLO WIND FARM LIMITED,Bridge of Dun GSP,,17,0,17,,Built,Embedded,SHET,Wind Onshore,a0l4L0000005iVv
1032,1032,Tullymurdoch Wind Farm,TULLYMURDOCH LIMITED,Coupar Angus GSP,,17.5,0,17.5,,Built,Embedded,SHET,Wind Onshore,a0l4L0000005iWL
1033,1033,Twentyshilling Wind Farm,TWENTYSHILLING LIMITED,Glenglass 132/33kV Substation,,37.8,0,37.8,,Built,Directly Connected,SPT,Wind Onshore,a0l4L0000005iZ7
1034,1034,Twinshiels (Tullo 2) Wind Farm,TWINSHIELS WIND FARM LTD,Fiddes GSP,,25,0,25,,Built,Embedded,SHET,Wind Onshore,a0l4L0000005iQq
1035,1035,Twyn Hywel Cillfynydd,Twyn Hywel Energy Park Ltd,Cilfynydd 400kV Substation,,0,160,160,30/06/2025,Scoping,Directly Connected,NGET,Wind Onshore,a0l4L0000005izF
1036,1036,Uskmouth,USKMOUTH ENERGY STORAGE LIMITED,Uskmouth 132kV Substation,,230,0,230,,Built,Directly Connected,NGET,Coal,a0l4L0000005izu
1037,1037,Uskmouth - New Connection,ENSO GREEN HOLDINGS E LIMITED,Uskmouth 275kV Substation,,0,120,120,31/10/2026,Scoping,Directly Connected,NGET,Energy Storage System,a0l4L0000005iyt
1038,1038,Valorous Offshore Wind Farm,BLUE GEM WIND LIMITED,Pembroke 400kV Substation,,0,300,300,02/04/2029,Scoping,Directly Connected,NGET,Wind Offshore,a0l4L0000005iZl
1039,1039,Vanguard,NORFOLK VANGUARD LIMITED,Necton 400kV Substation,,0,1320,1320,01/12/2025,Consents Approved,Directly Connected,NGET,Wind Offshore,a0l4L0000005izX
1040,1040,Vanguard East,Norfolk Vanguard East Ltd,Necton 400kV Substation,1,0,960,960,01/03/2027,Scoping,Directly Connected,NGET,Wind Offshore,a0l4L0000005izd
1041,1041,Vanguard East,Norfolk Vanguard East Ltd,Necton 400kV Substation,2,0,360,1320,31/12/2028,Scoping,Directly Connected,NGET,Wind Offshore,a0l4L0000005izd
1042,1042,Viking Wind Farm,VIKING ENERGY WIND FARM LLP,Kergord GSP,,0,443,443,01/07/2024,Consents Approved,Directly Connected,SHET,Wind Onshore,a0l4L0000005isv
1043,1043,VPI Immingham B OCGT,VPI IMMINGHAM B LIMITED,Humber Refinery 400kV Substation,,0,299,299,30/09/2024,Scoping,Directly Connected,NGET,Gas Reciprocating,a0l4L0000005iPc
1044,1044,Walham PV & BESS Sub,O&G Solar (SPV 35) Limited,Walham 400kV Substation,,0,249,249,17/11/2033,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005j8W
1045,1045,Walney 3 Offshore Wind Farm,WALNEY EXTENSION LIMITED,Walney 3 Offshore Substation,,330,0,330,,Built,Directly Connected,NGET,Wind Offshore,a0l4L0000005iql
1046,1046,Walney 4 Offshore Wind Farm,WALNEY EXTENSION LIMITED,Walney 4 Offshore Substation,,330,0,330,,Built,Directly Connected,NGET,Wind Offshore,a0l4L0000005iqm
1047,1047,Walney II Offshore Wind Farm,WALNEY (UK) OFFSHORE WINDFARMS LIMITED,Walney 2 33/132kV Substation,,182,0,182,,Built,Directly Connected,OFTO,Wind Offshore,a0l4L0000005iqH
1048,1048,Walney I Offshore Wind Farm,WALNEY (UK) OFFSHORE WINDFARMS LIMITED,Walney 1 33/132kV Offshore Substation,,182,0,182,,Built,Directly Connected,OFTO,Wind Offshore,a0l4L0000005iqG
1049,1049,Walpole,PIVOTED POWER LLP,Walpole 400kV Substation,,0,49.9,49.9,31/10/2022,Awaiting Consents,Directly Connected,NGET,Energy Storage System,a0l4L0000005ifg
1050,1050,Walpole 1 (Tertiary),WALPOLE GREEN LIMITED,Walpole 400kV Substation,1,0,49.9,49.9,01/05/2023,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005ipk
1051,1051,Walpole 1 (Tertiary),WALPOLE GREEN LIMITED,Walpole 400kV Substation,2,0,7.1,57,31/10/2023,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005ipk
1052,1067,West Burton B,WEST BURTON B LIMITED,West Burton 400kV Substation,,1333,0,1333,,Built,Directly Connected,NGET,CCGT (Combined Cycle Gas Turbine); Energy Storage System,a0l4L0000005ilI
1053,1052,Walpole 2 (tertiary),ENSO GREEN HOLDINGS R LIMITED,Walpole 400kV Substation,,0,100,100,31/10/2024,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005ioV
1054,1053,Warley,CSE19 LIMITED,Warley 400kV Substation,,0,57,57,30/06/2024,Consents Approved,Directly Connected,NGET,Energy Storage System,a0l4L0000005ifh
1055,1054,Warley (tertiary),WARLEY GREEN LIMITED,Warley 275kV Substation,1,0,49.9,49.9,31/07/2023,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005ipl
1056,1055,Warley (tertiary),WARLEY GREEN LIMITED,Warley 275kV Substation,2,0,7.1,57,28/06/2024,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005ipl
1057,1056,Warley 2,CSE26 LIMITED,Warley 275kV Substation,,0,150,150,31/10/2029,Scoping,Directly Connected,NGET,Energy Storage System,a0l4L0000005iPF
1058,1057,Water Lane,VIRIDIS 178 LIMITED,Exeter GSP,,20.88,0,20.88,,Built,Embedded,NGET,CHP (Combined Heat and Power),a0l4L0000005iVr
1059,1058,Weirs Drove,EAST ANGLIA GRID STORAGE ONE LIMITED,Burwell Main 400kV Substation,1,49.9,0,49.9,,Built,Embedded,NGET,Energy Storage System,a0l4L0000005iXk
1060,1059,Weirs Drove,EAST ANGLIA GRID STORAGE ONE LIMITED,Burwell Main 400kV Substation,2,0,30,79.9,31/10/2028,Scoping,Embedded,NGET,Energy Storage System,a0l4L0000005iXk
1061,1060,WELBAR ENERGY STORAGE,WELBAR ENERGY STORAGE LIMITED,Hams Hall 400kV Substation,1,0,349.9,349.9,30/10/2026,Consents Approved,Directly Connected,NGET,Energy Storage System,a0l4L0000005iey
1062,1061,WELBAR ENERGY STORAGE,WELBAR ENERGY STORAGE LIMITED,Hams Hall 400kV Substation,2,0,50,399.9,31/10/2032,Consents Approved,Directly Connected,NGET,Energy Storage System,a0l4L0000005iey
1063,1062,Wellbank Solar Farm,Greentech Projects Holding UK Limited,Milton of Craigie GSP,,0,25,25,01/03/2024,Scoping,Embedded,SHET,PV Array (Photo Voltaic/solar),a0l4L0000005iXa
1064,1063,West Burton,ENSO GREEN HOLDINGS A LIMITED,West Burton 132kV Substation,1,0,49.9,49.9,30/06/2025,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005iYC
1065,1064,West Burton,ENSO GREEN HOLDINGS A LIMITED,West Burton 132kV Substation,2,0,49.9,99.8,30/06/2026,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005iYC
1066,1065,West Burton,ENSO GREEN HOLDINGS A LIMITED,West Burton 132kV Substation,3,0,20.2,120,30/12/2026,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005iYC
1067,1066,West Burton A,EDF ENERGY (THERMAL GENERATION) LIMITED,West Burton 400kV Substation,,900,-900,0,01/04/2023,Built,Directly Connected,NGET,Coal,a0l4L0000005im5
1068,1069,West of Duddon Sands Offshore Wind Farm,MORECAMBE WIND LIMITED,West of Duddon Sands 34/155kV Offshore Substation,,382,0,382,,Built,Directly Connected,OFTO,Wind Offshore,a0l4L0000005iq9
1069,1070,West Torrisdale,ESB ASSET DEVELOPMENT UK LIMITED,Carradale 1 GSP,,0,50,50,30/04/2027,Scoping,Embedded,SHET,Wind Onshore,a0l4L0000005iT2
1070,1071,West Weybridge,PIVOTED POWER LLP,West Weybridge 275kV Substation,,0,49.9,49.9,31/10/2027,Scoping,Directly Connected,NGET,Energy Storage System,a0l4L0000005ign
1071,1072,West Weybridge (Tertiary),ENSO GREEN HOLDINGS LIMITED,West Weybridge 275kV Substation,1,0,49.9,49.9,31/10/2025,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005ipo
1072,1073,West Weybridge (Tertiary),ENSO GREEN HOLDINGS LIMITED,West Weybridge 275kV Substation,2,0,7.1,57,31/10/2027,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005ipo
1073,1074,Wether Hill,SCOTTISHPOWER RENEWABLES (UK) LIMITED,,,0,66,66,01/12/2028,Scoping,Directly Connected,SPT,Wind Onshore,a0l4L0000005ig2
1074,1075,Whirlwind Offshore Wind Farm,FLOTATION ENERGY PLC,New Deer 400kV Substation,,0,300,300,31/10/2029,Scoping,Directly Connected,SHET,Wind Offshore,a0l4L0000005idD
1075,1076,Whitegate Tertiary Connection,HD144WHI LTD,Whitegate 275kV Substation,,0,57,57,30/06/2024,Consents Approved,Directly Connected,NGET,Energy Storage System,a0l4L0000005io8
1076,1077,Whitehill Battery Storage,Whitehill Battery Storage Ltd,Easterhouse 275kV,,0,200,200,31/10/2026,Awaiting Consents,Directly Connected,SPT,Energy Storage System,a0l4L0000005idp
1077,1078,Whitehouse BESS station,IGP International Prospecting Limited,Crossaig 132kV Substation,,0,249,249,31/10/2034,Scoping,Directly Connected,SHET,Demand; Energy Storage System,a0l4L0000005iu6
1078,1079,Whitelaw Brae Windfarm,WHITELAW BRAE WINDFARM LIMITED,Whitelaw Brae 'A' and 'B' 33kV Substations,,0,57,57,28/06/2024,Scoping,Directly Connected,SPT,Wind Onshore,a0l4L0000005isx
1079,1080,Whitelee,SCOTTISHPOWER RENEWABLES (UK) LIMITED,Whitelee GSP,1,305,0,305,,Built,Directly Connected,SPT,Wind Onshore,a0l4L0000005ime
1080,1081,Whitelee,SCOTTISHPOWER RENEWABLES (UK) LIMITED,Whitelee GSP,2,0,355,660,15/06/2029,Scoping,Directly Connected,SPT,Wind Onshore,a0l4L0000005ime
1081,1082,Whitelee Extension,SCOTTISHPOWER RENEWABLES (UK) LIMITED,Whitelee Extension,,206,32,238,31/03/2023,Built,Directly Connected,SPT,Wind Onshore,a0l4L0000005imf
1082,1083,Whiteleigh Farm,Green Switch Capital Limited,,,0,300,300,06/12/2036,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005iMI
1083,1084,Whiteside Hill Wind Farm,WHITESIDE HILL WINDFARM (SCOTLAND) LIMITED,Glenglass 132/33kV Substation,,27,0,27,,Built,Directly Connected,SPT,Wind Onshore,a0l4L0000005irL
1084,1085,Whitson,PIVOTED POWER LLP,Whitson 275/33kV Substation,,0,49.9,49.9,31/10/2026,Scoping,Directly Connected,NGET,Energy Storage System,a0l4L0000005ieF
1085,1086,Willington,PIVOTED POWER LLP,Willington East 400kV Substation,,0,49.9,49.9,31/10/2022,Scoping,Directly Connected,NGET,Energy Storage System,a0l4L0000005isl
1086,1087,Willington,SSE UTILITY SOLUTIONS LIMITED,Willington 400kV Substation,,0,600,600,30/10/2029,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005iuY
1087,1088,Willington East 1 (Tertiary),ENSO GREEN HOLDINGS LIMITED,Willington East 400kV Substation,1,0,49.9,49.9,30/06/2025,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005ipp
1088,1089,Willington East 1 (Tertiary),ENSO GREEN HOLDINGS LIMITED,Willington East 400kV Substation,2,0,7.1,57,30/06/2027,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005ipp
1089,1090,Willington East 2 (Tertiary),ENSO GREEN HOLDINGS LIMITED,Willington East 400kV Substation,1,0,49.9,49.9,31/10/2025,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005ips
1090,1091,Willington East 2 (Tertiary),ENSO GREEN HOLDINGS LIMITED,Willington East 400kV Substation,2,0,7.1,57,31/10/2027,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005ips
1091,1092,Willington Energy Park,RNA-ENERGY LTD,Willington 400kV Substation,,0,500,500,30/03/2028,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005iYw
1092,1093,Willington Green Energy Centre,WILLINGTON GREEN ENERGY LIMITED,Willington 400kV Substation,,0,400,400,30/10/2026,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005ikH
1093,1094,Wilton,SEMBCORP UTILITIES (UK) LIMITED,Greystones A 275kV Substation,,141,0,141,,Built,Directly Connected,NGET,CCGT (Combined Cycle Gas Turbine),a0l4L0000005ize
1094,1095,WindyHill BESS2 Facility,ENERGYGRIDPOWER LTD,Windy Hill Grid 132kV Substation,,0,200,200,30/09/2024,Scoping,Directly Connected,SPT,Energy Storage System,a0l4L0000005ib7
1095,1096,WindyHill Energy Storage Facility,ENERGYGRIDPOWER LTD,Windy Hill Grid 132kV Substation,,0,200,200,30/07/2024,Scoping,Directly Connected,SPT,Energy Storage System,a0l4L0000005ies
1096,1097,Windy Rig Wind Farm,WINDY RIG WIND FARM LIMITED,Blackhill 132kV Substation,,42.8,0,42.8,,Built,Directly Connected,SPT,Wind Onshore,a0l4L0000005ilo
1097,1098,Windy Standard II (Brockloch Rig) Wind Farm,BROCKLOCH RIG WINDFARM LIMITED,Dun Hill 132/33kV Substation,1,61.5,0,61.5,,Built,Directly Connected,SPT,Wind Onshore,a0l4L0000005iqj
1098,1099,Windy Standard II (Brockloch Rig) Wind Farm,BROCKLOCH RIG WINDFARM LIMITED,Dun Hill 132/33kV Substation,2,0,13.5,75,30/06/2024,Consents Approved,Directly Connected,SPT,Wind Onshore,a0l4L0000005iqj
1099,1100,Windy Standard III Wind Farm,WINDY STANDARD III LIMITED,Dun Hill 132/33kV Substation,1,0,43.5,43.5,30/06/2024,Awaiting Consents,Directly Connected,SPT,Wind Onshore,a0l4L0000005ite
1100,1101,Windy Standard III Wind Farm,WINDY STANDARD III LIMITED,Dun Hill 132/33kV Substation,2,0,42,85.5,30/06/2024,Awaiting Consents,Directly Connected,SPT,Wind Onshore,a0l4L0000005ite
1101,1102,Windy Standard III Wind Farm,WINDY STANDARD III LIMITED,Dun Hill 132/33kV Substation,3,0,10.5,96,30/06/2029,Awaiting Consents,Directly Connected,SPT,Wind Onshore,a0l4L0000005ite
1102,1103,Wishaw Energy Storage Facility,ZENOBE WISHAW LIMITED,Wishaw 33 kV Substation,,0,49.95,49.95,04/04/2023,Consents Approved,Directly Connected,SPT,Energy Storage System,a0l4L0000005ixR
1103,1104,Woburn Solar Farm,SolarThree Ltd,Dunstable 400kV Substation,,0,840,840,31/10/2031,Scoping,Directly Connected,NGET,PV Array (Photo Voltaic/solar),a0l8e0000010x0F
1104,1105,Womblehill BESS Farm,RE Projects Development Limited,Womblehill BESS Farm 132kV,,0,200,200,31/10/2029,Scoping,Directly Connected,SHET,Energy Storage System,a0l4L0000005itj
1105,1106,Worset PV & BESS Park,Worcestershire Solar 1 Limited,Hartmoor GSP,,0,37.5,37.5,07/06/2024,Consents Approved,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005ieL
1106,1107,Wylfa,NUCLEAR DECOMMISSIONING AUTHORITY,Wylfa 400kV Substation,,0,0,0,,Built,Directly Connected,NGET,Nuclear,a0l4L0000005irH
1107,1108,Wylfa Substation,ENSO GREEN HOLDINGS LIMITED,Wylfa 132kV Substation,,0,120,120,31/10/2026,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005ioD
1108,1109,Wymondley,ENSO GREEN HOLDINGS LIMITED,Wymondley 400kV Substation,1,0,200,200,31/10/2031,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005iyN
1109,1110,Wymondley,ENSO GREEN HOLDINGS LIMITED,Wymondley 400kV Substation,2,0,100,300,31/10/2032,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005iyN
1110,1111,Wymondley,ENSO GREEN HOLDINGS LIMITED,Wymondley 400kV Substation,3,0,100,400,31/10/2033,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005iyN
1111,1112,Wymondley,PIVOTED POWER LLP,Wymondley 400kV Substation,,0,57,57,30/06/2025,Awaiting Consents,Directly Connected,NGET,Energy Storage System,a0l4L0000005iOg
1112,1113,Wymondley Solar Farm,AGR SOLAR 4 LIMITED,Wymondley GSP,,0,49.995,49.995,30/06/2024,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005igq
1113,1114,Wyseby Hill Energy Farm,WYSEBYHILL ENERGY FARM LIMITED,,,0,750,750,31/10/2031,Scoping,Directly Connected,SPT,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005iQS
1114,1115,Y Bryn Wind Farm,Y BRYN WIND FARM LIMITED,Margam GSP,,0,151.2,151.2,10/05/2029,Scoping,Directly Connected,NGET,Wind Onshore,a0l4L0000005ib4
1115,1116,Zenobe Blackhillock 200 MW,ZENOBE BLACKHILLOCK LIMITED,Blackhillock 275kV Substation,1,0,200,200,01/02/2024,Consents Approved,Directly Connected,SHET,Energy Storage System,a0l4L0000005iNT
1116,1117,Zenobe Blackhillock 200 MW,ZENOBE BLACKHILLOCK LIMITED,Blackhillock 275kV Substation,2,0,100,300,01/04/2026,Consents Approved,Directly Connected,SHET,Energy Storage System,a0l4L0000005iNT
1117,1118,Zenobe Coalburn Battery Storage,ZENOBE ENERGY LIMITED,Coalburn 400kV Substation,,0,200,200,30/06/2026,Scoping,Directly Connected,SPT,Energy Storage System,a0l4L0000005j1W
1118,1119,Zenobe Eccles Battery Storage,ZENOBE ENERGY LIMITED,Eccles 400kV Substation,,0,400,400,30/04/2026,Scoping,Directly Connected,SPT,Energy Storage System,a0l4L0000005ij4
1119,1120,Zenobe Kilmarnock South,Zenobe  Kilmarnock South Limited,Kilmarnock South GSP,1,0,200,200,25/10/2024,Scoping,Directly Connected,SPT,Energy Storage System,a0l4L0000005ieo
